MMSI Code, Ship name, Start Base Date, End Base Date, Total Movements Time, Total Movements, Maximum Speed Over Ground, Mean Speed Over Ground, Maximum Course Over Ground, Mean Course Over Ground, Departure Latitude, Departure Longitude, Arrival Latitude, Arrival Longitude, Travelled Distance, Delta Distance
210950000, VARAMO, Thu Dec 31 16:00:00 WET 2020, Thu Dec 31 18:31:00 WET 2020, 02:40:00, 24, 13,70, 13,02, 310,30, 113,99, 42.69577, -66.97808, 43.22513, -66.96725, 58,88, 58,87 
